,mncoef,mncoef_bin,fracODC
429,0.3796557566546061,"(0.373, 0.407]",0.16417910447761194
430,0.40382987125640696,"(0.373, 0.407]",0.13333333333333333
431,0.39230568399037374,"(0.373, 0.407]",0.12121212121212122
432,0.37822463486765606,"(0.373, 0.407]",0.1206896551724138
433,0.2602907297915998,"(0.234, 0.269]",0.12307692307692308
434,0.32895343935456517,"(0.303, 0.338]",0.125
435,0.32963099175026317,"(0.303, 0.338]",0.12849162011173185
436,0.3586510451828061,"(0.338, 0.373]",0.14375
437,0.24389004464163444,"(0.234, 0.269]",0.20114942528735633
438,0.29621469050115196,"(0.269, 0.303]",0.22950819672131148
441,0.3981903453841046,"(0.373, 0.407]",0.31901840490797545
442,0.42710517845494744,"(0.407, 0.442]",0.41358024691358025
443,0.2976538474065033,"(0.269, 0.303]",0.4195804195804196
444,0.2924819567200934,"(0.269, 0.303]",0.3140495867768595
445,0.2781968390629394,"(0.269, 0.303]",0.3333333333333333
446,0.3266992532021791,"(0.303, 0.338]",0.3308270676691729
447,0.35397092536587144,"(0.338, 0.373]",0.2966101694915254
448,0.33355734260135905,"(0.303, 0.338]",0.28888888888888886
449,0.3491779241873481,"(0.338, 0.373]",0.2602739726027397
450,0.33174313701675373,"(0.303, 0.338]",0.2302158273381295
451,0.3337039226313228,"(0.303, 0.338]",0.17482517482517482
452,0.37496127738351265,"(0.373, 0.407]",0.16233766233766234
453,0.35881817545731737,"(0.338, 0.373]",0.18064516129032257
454,0.3249105678372825,"(0.303, 0.338]",0.17964071856287425
456,0.33034501320072807,"(0.303, 0.338]",0.17834394904458598
457,0.3288399550649549,"(0.303, 0.338]",0.18
458,0.3768162673309756,"(0.373, 0.407]",0.1836734693877551
459,0.28370834971318903,"(0.269, 0.303]",0.19117647058823528
460,0.35399185052898546,"(0.338, 0.373]",0.21774193548387097
461,0.3447761453609376,"(0.338, 0.373]",0.1885245901639344
462,0.32970714388739125,"(0.303, 0.338]",0.1623931623931624
463,0.34206290240730985,"(0.338, 0.373]",0.13793103448275862
464,0.33167981525214374,"(0.303, 0.338]",0.10810810810810811
465,0.3125212649375851,"(0.303, 0.338]",0.1232876712328767
466,0.3794166177208367,"(0.373, 0.407]",0.14634146341463414
467,0.35631717878655705,"(0.338, 0.373]",0.1511627906976744
468,0.3247992186487095,"(0.303, 0.338]",0.1592356687898089
469,0.29148084231378063,"(0.269, 0.303]",0.18235294117647058
470,0.325105785207216,"(0.303, 0.338]",0.1807909604519774
471,0.3717830190524238,"(0.338, 0.373]",0.2215909090909091
472,0.3580046391918723,"(0.338, 0.373]",0.25142857142857145
473,0.37193333865619055,"(0.338, 0.373]",0.24539877300613497
474,0.4097064854458579,"(0.407, 0.442]",0.3413173652694611
475,0.4600843397314501,"(0.442, 0.476]",0.33548387096774196
476,0.4206751611851919,"(0.407, 0.442]",0.29936305732484075
477,0.3275952039720249,"(0.303, 0.338]",0.37423312883435583
478,0.3536881126459234,"(0.338, 0.373]",0.2689655172413793
479,0.36658261736024483,"(0.338, 0.373]",0.26490066225165565
480,0.42731906645434675,"(0.407, 0.442]",0.25170068027210885
481,0.3455618321493141,"(0.338, 0.373]",0.21897810218978103
482,0.31522748930453576,"(0.303, 0.338]",0.2108843537414966
483,0.22955764141280205,"(0.2, 0.234]",0.19736842105263158
484,0.36089674810933353,"(0.338, 0.373]",0.20279720279720279
485,0.4126656428998321,"(0.407, 0.442]",0.14184397163120568
