,mncoef,mncoef_bin,fracODC
14431,0.41038893554035616,"(0.407, 0.442]",0.17682926829268292
14432,0.3389031256253136,"(0.338, 0.373]",0.14606741573033707
14433,0.30113673977080135,"(0.269, 0.303]",0.14457831325301204
14434,0.2694031166602058,"(0.269, 0.303]",0.10948905109489052
14435,0.24918319519633736,"(0.234, 0.269]",0.19548872180451127
14436,0.35666403149139275,"(0.338, 0.373]",0.19875776397515527
14437,0.2999651559078,"(0.269, 0.303]",0.21468926553672316
14438,0.34490725722757143,"(0.338, 0.373]",0.20108695652173914
14439,0.36441679267035315,"(0.338, 0.373]",0.19796954314720813
14440,0.3558136769356804,"(0.338, 0.373]",0.2
14441,0.34440734626752906,"(0.338, 0.373]",0.20689655172413793
14442,0.34942393969679825,"(0.338, 0.373]",0.205
14443,0.32571278608020904,"(0.303, 0.338]",0.20634920634920634
14444,0.3260927531048159,"(0.303, 0.338]",0.23243243243243245
14445,0.38954067858571584,"(0.373, 0.407]",0.18324607329842932
14446,0.3012536835948581,"(0.269, 0.303]",0.21
14447,0.2938186494761894,"(0.269, 0.303]",0.2336448598130841
14448,0.3330633832891072,"(0.303, 0.338]",0.20689655172413793
14449,0.3347617238893773,"(0.303, 0.338]",0.25
14450,0.28012152234669274,"(0.269, 0.303]",0.24742268041237114
14451,0.3696905238916172,"(0.338, 0.373]",0.20454545454545456
14452,0.4399754346202652,"(0.407, 0.442]",0.24571428571428572
14453,0.3908834598290356,"(0.373, 0.407]",0.2275449101796407
14454,0.2822876353702719,"(0.269, 0.303]",0.267515923566879
14464,0.435181545779122,"(0.407, 0.442]",0.4386792452830189
14465,0.46628415958928543,"(0.442, 0.476]",0.44642857142857145
14466,0.3922136978350278,"(0.373, 0.407]",0.4977578475336323
14472,0.4060072581654076,"(0.373, 0.407]",0.20118343195266272
14473,0.3558177460448961,"(0.338, 0.373]",0.19642857142857142
14474,0.29067878931840385,"(0.269, 0.303]",0.16853932584269662
14475,0.3395665143621527,"(0.338, 0.373]",0.13872832369942195
14476,0.30970897927885876,"(0.303, 0.338]",0.14754098360655737
14477,0.34395085027708916,"(0.338, 0.373]",0.14207650273224043
14478,0.29350805752991027,"(0.269, 0.303]",0.12883435582822086
14479,0.3119425783271434,"(0.303, 0.338]",0.1656441717791411
14480,0.24694340450852686,"(0.234, 0.269]",0.12413793103448276
14481,0.328033581548118,"(0.303, 0.338]",0.20422535211267606
14482,0.2129211360425731,"(0.2, 0.234]",0.1746987951807229
14483,0.14957349570245712,"(0.131, 0.165]",0.2
14484,0.27605078502492925,"(0.269, 0.303]",0.19672131147540983
14485,0.2526739103167959,"(0.234, 0.269]",0.1683673469387755
14486,0.35179599704245146,"(0.338, 0.373]",0.17475728155339806
14487,0.41071985908022995,"(0.407, 0.442]",0.15897435897435896
14488,0.3708230014109846,"(0.338, 0.373]",0.1657754010695187
14489,0.33050216553160644,"(0.303, 0.338]",0.16483516483516483
14490,0.2954551749194354,"(0.269, 0.303]",0.18134715025906736
14491,0.28266983688171515,"(0.269, 0.303]",0.15763546798029557
14492,0.4100109164354443,"(0.407, 0.442]",0.16981132075471697
14493,0.23918199338380466,"(0.234, 0.269]",0.1888412017167382
14494,0.29595627042209965,"(0.269, 0.303]",0.17272727272727273
14495,0.32356996914797226,"(0.303, 0.338]",0.2097560975609756
14496,0.2534945623191766,"(0.234, 0.269]",0.2131979695431472
14497,0.2926819844945711,"(0.269, 0.303]",0.18497109826589594
14498,0.34269167297259445,"(0.338, 0.373]",0.225
14499,0.31916590271052403,"(0.303, 0.338]",0.2052980132450331
14500,0.30430825070153356,"(0.303, 0.338]",0.21935483870967742
14503,0.3930386856389673,"(0.373, 0.407]",0.3163841807909605
14506,0.35763943299216816,"(0.338, 0.373]",0.41139240506329117
14508,0.4871786941448183,"(0.476, 0.511]",0.3485714285714286
14509,0.3456988343868549,"(0.338, 0.373]",0.34972677595628415
14510,0.38117655636398873,"(0.373, 0.407]",0.4009433962264151
14511,0.4025792199335467,"(0.373, 0.407]",0.3963963963963964
14512,0.4394888448371275,"(0.407, 0.442]",0.4144144144144144
14513,0.4312710276800482,"(0.407, 0.442]",0.4343891402714932
14514,0.3529467709349781,"(0.338, 0.373]",0.39896373056994816
14515,0.3153066555221514,"(0.303, 0.338]",0.47058823529411764
14517,0.3674288858448048,"(0.338, 0.373]",0.19753086419753085
14518,0.3242058465170247,"(0.303, 0.338]",0.1791907514450867
14519,0.398876638102518,"(0.373, 0.407]",0.15846994535519127
14520,0.2991061724996357,"(0.269, 0.303]",0.13829787234042554
14521,0.2900904260759388,"(0.269, 0.303]",0.16580310880829016
14522,0.3703603337706744,"(0.338, 0.373]",0.16494845360824742
14523,0.21575101236058347,"(0.2, 0.234]",0.15706806282722513
14524,0.18104312503908118,"(0.165, 0.2]",0.16574585635359115
14525,0.27090408540555044,"(0.269, 0.303]",0.125
14526,0.27409233775120545,"(0.269, 0.303]",0.11486486486486487
14527,0.32343810183834,"(0.303, 0.338]",0.17391304347826086
14528,0.18039513135655671,"(0.165, 0.2]",0.2046783625730994
14529,0.23864692909169463,"(0.234, 0.269]",0.1797752808988764
14530,0.2866093332508339,"(0.269, 0.303]",0.1875
14531,0.24445680165532802,"(0.234, 0.269]",0.17679558011049723
14532,0.2354741556881931,"(0.234, 0.269]",0.15151515151515152
14533,0.35698450331233333,"(0.338, 0.373]",0.14832535885167464
14534,0.33391785537662855,"(0.303, 0.338]",0.11940298507462686
14535,0.2195360672587381,"(0.2, 0.234]",0.1407035175879397
14536,0.288225118997486,"(0.269, 0.303]",0.14285714285714285
14537,0.1150571596899013,"(0.0962, 0.131]",0.14507772020725387
14538,0.32165646519365576,"(0.303, 0.338]",0.14925373134328357
14539,0.16671758134075138,"(0.165, 0.2]",0.14893617021276595
14540,0.2353511294977121,"(0.234, 0.269]",0.15151515151515152
14541,0.2791171379160061,"(0.269, 0.303]",0.16176470588235295
14542,0.25955432850625976,"(0.234, 0.269]",0.19270833333333334
14543,0.2870846609110042,"(0.269, 0.303]",0.18090452261306533
14544,0.30511643737251504,"(0.303, 0.338]",0.16759776536312848
14547,0.1688020835286932,"(0.165, 0.2]",0.22727272727272727
14548,0.3247685477971116,"(0.303, 0.338]",0.25903614457831325
14549,0.40163917652073755,"(0.373, 0.407]",0.23668639053254437
14550,0.4248461986308207,"(0.407, 0.442]",0.2833333333333333
14553,0.4330435285132832,"(0.407, 0.442]",0.35135135135135137
14554,0.3103221689325368,"(0.303, 0.338]",0.33783783783783783
14555,0.330427565607061,"(0.303, 0.338]",0.32142857142857145
14556,0.3241580119925615,"(0.303, 0.338]",0.3118279569892473
14557,0.3347982913815256,"(0.303, 0.338]",0.35944700460829493
14558,0.33158636052024665,"(0.303, 0.338]",0.3436123348017621
14559,0.32812047565870617,"(0.303, 0.338]",0.36818181818181817
14560,0.3980154145628315,"(0.373, 0.407]",0.4068627450980392
14561,0.3329132797078486,"(0.303, 0.338]",0.36024844720496896
14566,0.17351048545368475,"(0.165, 0.2]",0.16097560975609757
14567,0.1442318275253921,"(0.131, 0.165]",0.21951219512195122
14568,0.2525918129640333,"(0.234, 0.269]",0.22277227722772278
14569,0.22923125498243496,"(0.2, 0.234]",0.22274881516587677
14570,0.19857134244640767,"(0.165, 0.2]",0.22959183673469388
14571,0.31033192441627094,"(0.303, 0.338]",0.17708333333333334
14572,0.31750304710421257,"(0.303, 0.338]",0.1797752808988764
14573,0.4006262340088908,"(0.373, 0.407]",0.16352201257861634
14574,0.4133836659230679,"(0.407, 0.442]",0.18674698795180722
14575,0.4048323381149501,"(0.373, 0.407]",0.17142857142857143
14576,0.4103746354023856,"(0.407, 0.442]",0.18518518518518517
14577,0.24738425659631594,"(0.234, 0.269]",0.21081081081081082
14578,0.28329150695300886,"(0.269, 0.303]",0.16853932584269662
14581,0.22498821610654188,"(0.2, 0.234]",0.13756613756613756
14583,0.33018528779616496,"(0.303, 0.338]",0.11055276381909548
14584,0.4067015040868585,"(0.373, 0.407]",0.155
14585,0.2698058373695534,"(0.269, 0.303]",0.16666666666666666
14586,0.21575152125242159,"(0.2, 0.234]",0.18407960199004975
14587,0.06974153900407083,"(0.0617, 0.0962]",0.20098039215686275
14588,0.33389779582933293,"(0.303, 0.338]",0.16129032258064516
14589,0.21414736291901773,"(0.2, 0.234]",0.15463917525773196
14590,0.2356545454204533,"(0.234, 0.269]",0.16336633663366337
14591,0.30874768764274274,"(0.303, 0.338]",0.17801047120418848
14592,0.23495033613363336,"(0.234, 0.269]",0.20634920634920634
14593,0.26761309434669495,"(0.234, 0.269]",0.21978021978021978
14594,0.3060634873310668,"(0.303, 0.338]",0.22875816993464052
14595,0.31427858303048734,"(0.303, 0.338]",0.25316455696202533
14596,0.3835680366825632,"(0.373, 0.407]",0.24550898203592814
14597,0.3441870989783633,"(0.338, 0.373]",0.23837209302325582
14598,0.36902152880805844,"(0.338, 0.373]",0.21176470588235294
14599,0.3972443025341168,"(0.373, 0.407]",0.23295454545454544
14602,0.25470560697588845,"(0.234, 0.269]",0.3424657534246575
14603,0.357710123795292,"(0.338, 0.373]",0.3087248322147651
14604,0.4125890899163809,"(0.407, 0.442]",0.29239766081871343
14605,0.32674214178758215,"(0.303, 0.338]",0.2962962962962963
14606,0.390861330938141,"(0.373, 0.407]",0.2890995260663507
14607,0.3292400594822696,"(0.303, 0.338]",0.2876712328767123
14608,0.3470369422347687,"(0.338, 0.373]",0.3317307692307692
14609,0.38084271084499327,"(0.373, 0.407]",0.34594594594594597
14615,0.13156141038034327,"(0.131, 0.165]",0.15151515151515152
14616,0.18268151861405535,"(0.165, 0.2]",0.205
14617,0.06838341022607572,"(0.0617, 0.0962]",0.2094240837696335
14618,-0.13694707822854962,"(-0.146, -0.111]",0.22705314009661837
14619,0.41665917402648434,"(0.407, 0.442]",0.22058823529411764
14620,0.19971278551061633,"(0.165, 0.2]",0.1890547263681592
14637,0.3116102465489743,"(0.303, 0.338]",0.1989247311827957
14642,0.3277787798581678,"(0.303, 0.338]",0.20418848167539266
14643,0.36260767307383707,"(0.338, 0.373]",0.22077922077922077
14644,0.35710066252777634,"(0.338, 0.373]",0.22981366459627328
14645,0.2906256699902483,"(0.269, 0.303]",0.2441860465116279
14646,0.35630539319569987,"(0.338, 0.373]",0.225
14647,0.3696586707648711,"(0.338, 0.373]",0.1901840490797546
14648,0.3220482163890501,"(0.303, 0.338]",0.2289156626506024
14649,0.3405830593216757,"(0.338, 0.373]",0.21935483870967742
14650,0.38074841654229685,"(0.373, 0.407]",0.25
14651,0.3042459000815716,"(0.303, 0.338]",0.32450331125827814
14652,0.3747459923478736,"(0.373, 0.407]",0.2484076433121019
14653,0.3020962718680118,"(0.269, 0.303]",0.25287356321839083
14654,0.3840877127533199,"(0.373, 0.407]",0.2653061224489796
14655,0.38610704170788784,"(0.373, 0.407]",0.24878048780487805
14656,0.3517636309256442,"(0.338, 0.373]",0.26865671641791045
14657,0.19618804222089295,"(0.165, 0.2]",0.2983425414364641
14658,0.2610849619800652,"(0.234, 0.269]",0.3237410071942446
14667,0.25450292354540616,"(0.234, 0.269]",0.2346368715083799
14693,0.3058868950547277,"(0.303, 0.338]",0.21084337349397592
14694,0.22777760700275812,"(0.2, 0.234]",0.2529411764705882
14695,0.3237486713031629,"(0.303, 0.338]",0.2694610778443114
14696,0.4007358190516609,"(0.373, 0.407]",0.24203821656050956
14697,0.2751598544841412,"(0.269, 0.303]",0.24050632911392406
14698,0.35654662581343405,"(0.338, 0.373]",0.2185430463576159
14699,0.29077320776055227,"(0.269, 0.303]",0.1830065359477124
14700,0.37891199675895093,"(0.373, 0.407]",0.19463087248322147
14701,0.38698814340538135,"(0.373, 0.407]",0.23125
14702,0.3557434603640667,"(0.338, 0.373]",0.21052631578947367
14703,0.26464139874731335,"(0.234, 0.269]",0.2459016393442623
14704,0.23705709735678543,"(0.234, 0.269]",0.24489795918367346
14705,0.3378642955694929,"(0.303, 0.338]",0.23195876288659795
14706,-0.04412075774018106,"(-0.0765, -0.042]",0.26285714285714284
14707,0.17284205410004264,"(0.165, 0.2]",0.2857142857142857
14742,0.4192755019605322,"(0.407, 0.442]",0.23391812865497075
14744,0.3875072278377144,"(0.373, 0.407]",0.23529411764705882
14745,0.1904283050096828,"(0.165, 0.2]",0.20512820512820512
14746,0.3757354506463638,"(0.373, 0.407]",0.23225806451612904
14747,0.2782687136161988,"(0.269, 0.303]",0.21951219512195122
14749,0.3433528594703315,"(0.338, 0.373]",0.17791411042944785
14750,0.27955511993380616,"(0.269, 0.303]",0.1875
14751,0.34305913276452177,"(0.338, 0.373]",0.19337016574585636
14752,0.34892275764398295,"(0.338, 0.373]",0.22580645161290322
14753,0.31249229266297157,"(0.303, 0.338]",0.24864864864864866
14754,0.28651178063455174,"(0.269, 0.303]",0.22699386503067484
14791,0.26631867945632204,"(0.234, 0.269]",0.25274725274725274
14793,0.2689898179625472,"(0.269, 0.303]",0.2122905027932961
14794,0.21920928378620316,"(0.2, 0.234]",0.1746031746031746
14795,0.2606840572319732,"(0.234, 0.269]",0.17679558011049723
14796,0.3412323259608952,"(0.338, 0.373]",0.2254335260115607
14797,0.27268186111303916,"(0.269, 0.303]",0.2484076433121019
15283,-0.12333424698644421,"(-0.146, -0.111]",0.3829787234042553
15285,0.1801921108360628,"(0.165, 0.2]",0.32432432432432434
15286,0.19237841785212975,"(0.165, 0.2]",0.32903225806451614
15304,0.3650833671586964,"(0.338, 0.373]",0.3581081081081081
15305,0.38121757464368417,"(0.373, 0.407]",0.3422818791946309
15306,0.285852133822702,"(0.269, 0.303]",0.3026315789473684
15307,0.34518782495612393,"(0.338, 0.373]",0.3170731707317073
15308,0.3184937512562531,"(0.303, 0.338]",0.31952662721893493
15321,0.3937518923096673,"(0.373, 0.407]",0.3875
15322,0.34022155325041614,"(0.338, 0.373]",0.35714285714285715
15323,0.2958402313024764,"(0.269, 0.303]",0.33548387096774196
15324,0.3664874630752017,"(0.338, 0.373]",0.34545454545454546
15325,0.27708797613859387,"(0.269, 0.303]",0.3333333333333333
15346,0.27170722524182733,"(0.269, 0.303]",0.3945578231292517
15347,0.32249351708496515,"(0.303, 0.338]",0.42207792207792205
15348,0.35426887321174116,"(0.338, 0.373]",0.3973509933774834
15349,0.4412972603694857,"(0.407, 0.442]",0.39263803680981596
15350,0.41094898112854006,"(0.407, 0.442]",0.375
15351,0.11409194559813193,"(0.0962, 0.131]",0.34810126582278483
15352,0.2944935172698804,"(0.269, 0.303]",0.3687150837988827
15353,0.34362700313377315,"(0.338, 0.373]",0.3670886075949367
15358,0.223296373260494,"(0.2, 0.234]",0.3698630136986301
15370,0.3222420113697362,"(0.303, 0.338]",0.3782051282051282
15371,0.28342612856438065,"(0.269, 0.303]",0.34394904458598724
15376,0.30674461048160845,"(0.303, 0.338]",0.3235294117647059
15377,0.3039872136254815,"(0.303, 0.338]",0.2713178294573643
15378,0.36559485147875903,"(0.338, 0.373]",0.26356589147286824
15380,0.30187831421409383,"(0.269, 0.303]",0.4172661870503597
15381,0.35312891482782877,"(0.338, 0.373]",0.43478260869565216
15382,0.3730122710615313,"(0.373, 0.407]",0.425531914893617
15383,0.303026067991224,"(0.269, 0.303]",0.43312101910828027
15384,0.4404038753500597,"(0.407, 0.442]",0.43373493975903615
15385,0.36608508107103443,"(0.338, 0.373]",0.42592592592592593
15386,0.2278940450406883,"(0.2, 0.234]",0.41216216216216217
15387,0.2771542564457643,"(0.269, 0.303]",0.39622641509433965
15390,0.3650518859412104,"(0.338, 0.373]",0.34
15392,0.3590275006321791,"(0.338, 0.373]",0.3208955223880597
15396,0.2779682621223259,"(0.269, 0.303]",0.30952380952380953
15397,0.3069243405496526,"(0.303, 0.338]",0.2754491017964072
15402,0.2854701772579085,"(0.269, 0.303]",0.375
15410,0.24029946894380957,"(0.234, 0.269]",0.3418803418803419
15411,0.2536039908740936,"(0.234, 0.269]",0.30701754385964913
15412,0.38074091234630414,"(0.373, 0.407]",0.26717557251908397
15413,0.3467585213329924,"(0.338, 0.373]",0.27611940298507465
15414,0.36885812302164006,"(0.338, 0.373]",0.3106060606060606
15415,0.38605492419025667,"(0.373, 0.407]",0.2907801418439716
15422,0.3073468931570926,"(0.303, 0.338]",0.47333333333333333
15423,0.2444154206656754,"(0.234, 0.269]",0.4375
15424,0.39072671348912835,"(0.373, 0.407]",0.44696969696969696
15425,0.26550551410998247,"(0.234, 0.269]",0.4675324675324675
15426,0.4259065395816039,"(0.407, 0.442]",0.4154929577464789
15427,0.3538617400822058,"(0.338, 0.373]",0.4028776978417266
15430,0.2921746041346106,"(0.269, 0.303]",0.38650306748466257
15431,0.3172574495855833,"(0.303, 0.338]",0.35542168674698793
15432,0.2927540286709146,"(0.269, 0.303]",0.34507042253521125
15433,0.4056752102762836,"(0.373, 0.407]",0.34782608695652173
15435,0.34233922865500804,"(0.338, 0.373]",0.3877551020408163
15436,0.29238683675561833,"(0.269, 0.303]",0.35443037974683544
15437,0.34781301540871074,"(0.338, 0.373]",0.3202247191011236
15438,0.35559103198674297,"(0.338, 0.373]",0.27906976744186046
15439,0.377589748711026,"(0.373, 0.407]",0.3167701863354037
15440,0.3759133698818838,"(0.373, 0.407]",0.3443708609271523
15441,0.402243046007007,"(0.373, 0.407]",0.37142857142857144
15443,0.3622419021838549,"(0.338, 0.373]",0.3815789473684211
15446,0.3440542180047922,"(0.338, 0.373]",0.3248407643312102
15448,0.3376130374108312,"(0.303, 0.338]",0.3287671232876712
15449,0.37995912065103543,"(0.373, 0.407]",0.3381294964028777
15450,0.1890094861779115,"(0.165, 0.2]",0.29545454545454547
15451,0.2271785074716696,"(0.2, 0.234]",0.2923076923076923
15452,0.2654342282988628,"(0.234, 0.269]",0.3333333333333333
15453,0.36931161267124996,"(0.338, 0.373]",0.33093525179856115
15454,0.3579848118588207,"(0.338, 0.373]",0.35172413793103446
15455,0.3096146980579592,"(0.303, 0.338]",0.32413793103448274
15456,0.35270581386571365,"(0.338, 0.373]",0.2978723404255319
15472,0.429003941179529,"(0.407, 0.442]",0.5214723926380368
15473,0.3678759654827109,"(0.338, 0.373]",0.49673202614379086
15477,0.40325635395581577,"(0.373, 0.407]",0.4117647058823529
15479,0.34481690277804616,"(0.338, 0.373]",0.4161073825503356
15480,0.35304221410125824,"(0.338, 0.373]",0.4
15481,0.3897128345844185,"(0.373, 0.407]",0.3709677419354839
15482,0.41744794036109867,"(0.407, 0.442]",0.33532934131736525
15483,0.3443670169313287,"(0.338, 0.373]",0.37423312883435583
15484,0.3032294023301446,"(0.269, 0.303]",0.4025974025974026
15485,0.35957240882569863,"(0.338, 0.373]",0.42857142857142855
15486,0.37456544293795935,"(0.373, 0.407]",0.4625
15487,0.343604813433368,"(0.338, 0.373]",0.44805194805194803
15490,0.3707427410214167,"(0.338, 0.373]",0.379746835443038
15492,0.37586227758155405,"(0.373, 0.407]",0.3825503355704698
15493,0.40976100140430494,"(0.407, 0.442]",0.36486486486486486
15494,0.333355736955399,"(0.303, 0.338]",0.35251798561151076
15495,0.3628046729506345,"(0.338, 0.373]",0.3717948717948718
15496,0.34672295937039055,"(0.338, 0.373]",0.36486486486486486
15504,0.3800892912581322,"(0.373, 0.407]",0.34459459459459457
15505,0.35803404152656326,"(0.338, 0.373]",0.3402777777777778
15506,0.3250262885671353,"(0.303, 0.338]",0.31386861313868614
15509,0.33151706621620264,"(0.303, 0.338]",0.5035971223021583
15510,0.36827795468978924,"(0.338, 0.373]",0.536723163841808
15514,0.32356377696381705,"(0.303, 0.338]",0.4413793103448276
15515,0.2921565250242868,"(0.269, 0.303]",0.4305555555555556
15516,0.3586122587426345,"(0.338, 0.373]",0.4514285714285714
15517,0.418105286612337,"(0.407, 0.442]",0.42702702702702705
15518,0.39782802148287794,"(0.373, 0.407]",0.4797687861271676
15519,0.3612311566605205,"(0.338, 0.373]",0.4206896551724138
15520,0.4202730972032762,"(0.407, 0.442]",0.44871794871794873
15521,0.38332755869537366,"(0.373, 0.407]",0.42953020134228187
15522,0.3932529236643944,"(0.373, 0.407]",0.42567567567567566
15523,0.3660581068778093,"(0.338, 0.373]",0.42657342657342656
15529,0.33674942562706406,"(0.303, 0.338]",0.36231884057971014
15531,0.36955911153405896,"(0.338, 0.373]",0.5906040268456376
15532,0.26356215599597704,"(0.234, 0.269]",0.5436241610738255
15535,0.36784820283030717,"(0.338, 0.373]",0.532608695652174
15537,0.4040887001429122,"(0.373, 0.407]",0.5180722891566265
15538,0.4075210816272262,"(0.407, 0.442]",0.5297619047619048
15545,0.4496463242437424,"(0.442, 0.476]",0.5654761904761905
15559,0.3730042719136405,"(0.373, 0.407]",0.6633165829145728
15571,0.33991476238639967,"(0.338, 0.373]",0.30597014925373134
15613,0.35486434139405415,"(0.338, 0.373]",0.42953020134228187
15614,0.3784461474588037,"(0.373, 0.407]",0.436241610738255
15615,0.3469916837671658,"(0.338, 0.373]",0.4357142857142857
15626,0.0977770891335261,"(0.0962, 0.131]",0.3352941176470588
15627,0.3455982949410854,"(0.338, 0.373]",0.3699421965317919
15628,0.41163990359374714,"(0.407, 0.442]",0.5029585798816568
15630,0.3832185842723107,"(0.373, 0.407]",0.4602272727272727
15631,0.40403118173060204,"(0.373, 0.407]",0.4807692307692308
15632,0.40985668891907284,"(0.407, 0.442]",0.441025641025641
15633,0.34422019309844,"(0.338, 0.373]",0.4797979797979798
15833,0.07800927446533959,"(0.0617, 0.0962]",0.125
15860,0.29047219995929796,"(0.269, 0.303]",0.15841584158415842
15861,0.19333867541338887,"(0.165, 0.2]",0.16379310344827586
15862,0.06891247021030936,"(0.0617, 0.0962]",0.1678832116788321
15890,0.2892377053416778,"(0.269, 0.303]",0.18947368421052632
15891,0.2515428313799859,"(0.234, 0.269]",0.19658119658119658
15892,0.20323939910979552,"(0.2, 0.234]",0.1893939393939394
15893,0.31318762677222856,"(0.303, 0.338]",0.2109375
15894,0.27279373732040535,"(0.269, 0.303]",0.2014388489208633
15921,0.34078657698494585,"(0.338, 0.373]",0.23
15922,0.17712824789048676,"(0.165, 0.2]",0.2033898305084746
15923,0.3030340136992363,"(0.269, 0.303]",0.2
15924,0.38041497849682704,"(0.373, 0.407]",0.19480519480519481
15925,0.37720095618984645,"(0.373, 0.407]",0.19594594594594594
15926,0.2994488881421019,"(0.269, 0.303]",0.19310344827586207
15927,0.287258540058348,"(0.269, 0.303]",0.17164179104477612
15928,0.22455361993362022,"(0.2, 0.234]",0.18604651162790697
15952,0.026503574984209768,"(-0.00742, 0.0271]",0.33
15953,0.20140246133841846,"(0.2, 0.234]",0.29310344827586204
15954,0.24714369219543275,"(0.234, 0.269]",0.23076923076923078
15955,0.27326243863214716,"(0.269, 0.303]",0.18248175182481752
15956,0.3017671961197885,"(0.269, 0.303]",0.176056338028169
15957,0.35565453452423307,"(0.338, 0.373]",0.17687074829931973
15958,0.33233263894141696,"(0.303, 0.338]",0.17763157894736842
15959,0.259799384432868,"(0.234, 0.269]",0.2028985507246377
15960,0.32502395594154376,"(0.303, 0.338]",0.16541353383458646
15961,0.3107844424041126,"(0.303, 0.338]",0.17424242424242425
15986,0.15405085228318807,"(0.131, 0.165]",0.3333333333333333
15987,0.24314226536630057,"(0.234, 0.269]",0.3153153153153153
15988,0.37350673970085735,"(0.373, 0.407]",0.3333333333333333
15989,0.27887066311588377,"(0.269, 0.303]",0.2962962962962963
15990,0.27869346220575353,"(0.269, 0.303]",0.23880597014925373
15991,0.3075319213059867,"(0.303, 0.338]",0.1917808219178082
15992,0.3660181253362193,"(0.338, 0.373]",0.15753424657534246
15993,0.4049251927107876,"(0.373, 0.407]",0.1643835616438356
15994,0.40281984038535545,"(0.373, 0.407]",0.16546762589928057
15995,0.28681591100416326,"(0.269, 0.303]",0.18333333333333332
15996,0.38908088145301906,"(0.373, 0.407]",0.16260162601626016
15997,0.28062684349962613,"(0.269, 0.303]",0.17355371900826447
15998,0.3543237282642957,"(0.338, 0.373]",0.14516129032258066
15999,0.08392719567934019,"(0.0617, 0.0962]",0.13333333333333333
16000,0.330005387827042,"(0.303, 0.338]",0.13636363636363635
16027,0.26993165982963324,"(0.269, 0.303]",0.3389830508474576
16028,0.39535594937562824,"(0.373, 0.407]",0.3076923076923077
16029,0.3920993735052888,"(0.373, 0.407]",0.24603174603174602
16030,0.29219265105595177,"(0.269, 0.303]",0.1865671641791045
16031,0.25878719337733264,"(0.234, 0.269]",0.16083916083916083
16032,0.3308824944668426,"(0.303, 0.338]",0.14893617021276595
16033,0.36018853583559074,"(0.338, 0.373]",0.13986013986013987
16034,0.34723600957710027,"(0.338, 0.373]",0.1590909090909091
16035,0.40639997179563714,"(0.373, 0.407]",0.15267175572519084
16036,0.3649514501054051,"(0.338, 0.373]",0.14285714285714285
16037,0.3363501367194787,"(0.303, 0.338]",0.125
16038,0.2940519704795577,"(0.269, 0.303]",0.10606060606060606
16039,0.1918060979027563,"(0.165, 0.2]",0.1076923076923077
16066,0.29222061491071094,"(0.269, 0.303]",0.4206896551724138
16067,0.29546583666832726,"(0.269, 0.303]",0.46206896551724136
16068,0.2611479116512505,"(0.234, 0.269]",0.42962962962962964
16069,0.31025935445366526,"(0.303, 0.338]",0.4112903225806452
16070,0.37770287882478476,"(0.373, 0.407]",0.3560606060606061
16071,0.3760110348095911,"(0.373, 0.407]",0.25196850393700787
16072,0.32819336642461344,"(0.303, 0.338]",0.20149253731343283
16074,0.1703605725339768,"(0.165, 0.2]",0.17857142857142858
16075,0.3308388280867292,"(0.303, 0.338]",0.18518518518518517
16076,0.4785244716426453,"(0.476, 0.511]",0.2047244094488189
16077,0.3712623366564617,"(0.338, 0.373]",0.20967741935483872
16078,0.24251773692179013,"(0.234, 0.269]",0.176
16079,0.37164051931511843,"(0.338, 0.373]",0.15873015873015872
16080,0.16766228150915422,"(0.165, 0.2]",0.12213740458015267
16081,0.26224525034690543,"(0.234, 0.269]",0.11678832116788321
16111,0.3655613763053309,"(0.338, 0.373]",0.4492753623188406
16112,0.3315995080094935,"(0.303, 0.338]",0.5038759689922481
16113,0.35605400769464357,"(0.338, 0.373]",0.4715447154471545
16114,0.3509388834387817,"(0.338, 0.373]",0.43478260869565216
16119,0.36282688245337436,"(0.338, 0.373]",0.24822695035460993
16121,0.42011374718098093,"(0.407, 0.442]",0.23134328358208955
16122,0.3860055820459837,"(0.373, 0.407]",0.21374045801526717
16123,0.20398406981776387,"(0.2, 0.234]",0.17692307692307693
16124,0.33865047657038055,"(0.338, 0.373]",0.1774193548387097
16125,0.2996142416203842,"(0.269, 0.303]",0.140625
16126,0.3341564685632257,"(0.303, 0.338]",0.15267175572519084
16153,0.4145839826013314,"(0.407, 0.442]",0.487012987012987
16154,0.40249235955213836,"(0.373, 0.407]",0.5246913580246914
16155,0.33014028614286933,"(0.303, 0.338]",0.4863013698630137
16156,0.28526194690173884,"(0.269, 0.303]",0.5507246376811594
16157,0.36981065411768416,"(0.338, 0.373]",0.5348837209302325
16158,0.3303975612908874,"(0.303, 0.338]",0.47413793103448276
16160,0.34188867646971616,"(0.338, 0.373]",0.30303030303030304
16163,0.3346370278749769,"(0.303, 0.338]",0.2846153846153846
16165,0.43561130361722616,"(0.407, 0.442]",0.2647058823529412
16166,0.3797061462122994,"(0.373, 0.407]",0.2608695652173913
16167,0.3751487027603611,"(0.373, 0.407]",0.22695035460992907
16168,0.34925275841884357,"(0.338, 0.373]",0.20610687022900764
16169,0.30609406085691315,"(0.303, 0.338]",0.17777777777777778
16170,0.21090363174201832,"(0.2, 0.234]",0.1773049645390071
16171,0.1612821742598516,"(0.131, 0.165]",0.16666666666666666
16197,0.34852909783872205,"(0.338, 0.373]",0.5384615384615384
16198,0.3662543386954093,"(0.338, 0.373]",0.5679012345679012
16199,0.3662072699847252,"(0.338, 0.373]",0.5333333333333333
