perplexity,method
0.345765,vima
0.41244712,vima
0.22397675,vima
0.19737713,vima
0.19456036,vima
0.26090485,vima
0.27272794,vima
0.23315066,vima
0.22009356,vima
0.25279775,vima
0.1069709,vima
0.104102045,vima
0.2338834,vima
0.23905584,vima
0.22315517,vima
0.22058783,vima
0.22399798,vima
0.15628834,vima
0.24502303,vima
0.15727152,vima
0.27292228,vima
0.10494625,vima
0.21943668,vima
0.24298066,vima
0.07055566,vima
0.09138923,vima
0.08407483,vima
0.13651694,vima
0.061768785,vima
0.10226817,vima
0.10797223,vima
0.14245309,vima
0.13878827,vima
0.2663639,vima
0.33520606,vima
0.389073,vima
0.6903966,vima
0.18944143,vima
0.21302482,vima
0.24735259,vima
0.13208598,vima
0.32896924,vima
0.21394753,vima
0.17609957,vima
0.22143345,vima
0.26707318,vima
0.29908827,vima
0.19057313,vima
0.16859607,vima
0.23263973,vima
0.1694125,vima
0.32040995,vima
0.25727668,vima
0.13969618,vima
0.12718458,vima
0.12839353,vima
0.15576975,vima
0.17083699,vima
0.1558169,vima
0.11721559,vima
0.13122353,vima
0.062184762,vima
0.13977416,vima
0.1806027,vima
0.1631322,vima
0.12413737,vima
0.22094755,vima
0.17792873,vima
0.39925495,vima
0.4115881,vima
0.6569696,vima
0.21637534,vima
0.25015384,vima
0.34482715,vima
0.26522908,vima
0.21464315,vima
0.17259002,vima
0.14911415,vima
0.18701048,vima
0.27932325,vima
0.2209474,vima
0.14031966,vima
0.18708883,vima
0.20697059,vima
0.20497487,vima
0.20912041,vima
0.13754885,vima
0.20745249,vima
0.17201066,vima
0.1067275,vima
0.11908899,vima
0.06461805,vima
0.07247036,vima
0.074454635,vima
0.05211797,vima
0.13049401,vima
0.25096622,vima
0.18541892,vima
0.17333238,vima
0.25227892,vima
0.27975473,vima
0.3525507,vima
0.416715,vima
0.5726441,vima
0.6666924,vima
0.22110943,vima
0.29131153,vima
0.39539325,vima
0.2913816,vima
0.12826277,vima
0.2157504,vima
0.2534876,vima
0.2519197,vima
0.18325926,vima
0.20457257,vima
0.14477138,vima
0.15113147,vima
0.11174006,vima
0.099217184,vima
0.05211797,vima
0.08642678,vima
0.06345341,vima
0.09192229,vima
0.05211797,vima
0.06533684,vima
0.13318714,vima
0.16413574,vima
0.14620481,vima
0.16619495,vima
0.1574815,vima
0.15864015,vima
0.23890574,vima
0.23588508,vima
0.5835336,vima
0.60953575,vima
0.2927328,vima
0.3494131,vima
0.30492362,vima
0.30704814,vima
0.22379856,vima
0.23493522,vima
0.21327153,vima
0.20742686,vima
0.17204767,vima
0.15193695,vima
0.14472872,vima
0.06097054,vima
0.108773425,vima
0.05211797,vima
0.116051435,vima
0.07845722,vima
0.14111455,vima
0.12971419,vima
0.10743057,vima
0.24020517,vima
0.16022733,vima
0.06260871,vima
0.2569598,vima
0.22571668,vima
0.23683308,vima
0.30644798,vima
0.16511235,vima
0.34923068,vima
0.52381366,vima
0.15370998,vima
0.14903301,vima
0.24908873,vima
0.21859235,vima
0.24965166,vima
0.21312551,vima
0.2239003,vima
0.23187383,vima
0.21141428,vima
0.22571155,vima
0.122424476,vima
0.17170194,vima
0.079324804,vima
0.07995081,vima
0.06152793,vima
0.07159883,vima
0.103716515,vima
0.118017994,vima
0.119229816,vima
0.115888774,vima
0.08192078,vima
0.05211797,vima
0.06289207,vima
0.058047473,vima
0.18954314,vima
0.3917839,vima
0.25994274,vima
0.09096612,vima
0.2278617,vima
0.23607835,vima
0.19383714,vima
0.18389799,vima
0.13402145,vima
0.21412906,vima
0.17893223,vima
0.2417021,vima
0.25871813,vima
0.21457475,vima
0.2520367,vima
0.18584205,vima
0.16728494,vima
0.2310707,vima
0.3220536,vima
0.13326009,vima
0.083865434,vima
0.119057566,vima
0.15230705,vima
0.08341039,vima
0.07678331,vima
0.18570985,vima
0.12527584,vima
0.26709405,vima
0.13731465,vima
0.11598482,vima
0.05211797,vima
0.05211797,vima
0.05211797,vima
0.063331224,vima
0.06596554,vima
0.10823183,vima
0.08788961,vima
0.061914057,vima
0.09762341,vima
0.09793171,vima
0.1500908,vima
0.06182376,vima
0.17251499,vima
0.24430446,vima
0.2440655,vima
0.2302012,vima
0.19826612,vima
0.11631984,vima
0.13293545,vima
0.17101929,vima
0.27751386,vima
0.3426659,vima
0.29547837,vima
0.07473832,vima
0.11048375,vima
0.12987398,vima
0.06572798,vima
0.10547616,vima
0.3325778,vima
0.33809224,vima
0.18703611,vima
0.20684922,vima
0.119876295,vima
0.08340025,vima
0.06842014,vima
0.064374395,vima
0.059497222,vima
0.05211797,vima
0.06551707,vima
0.13621943,vima
0.16166873,vima
0.08523656,vima
0.13422905,vima
0.37714177,vima
0.21655282,vima
0.22990228,vima
0.25890806,vima
0.1677887,vima
0.15030992,vima
0.12402899,vima
0.124994695,vima
0.16442715,vima
0.17504604,vima
0.39806712,vima
0.33959076,vima
0.292274,vima
0.22789411,vima
0.3221197,vima
0.15825668,vima
0.22214304,vima
0.13673547,vima
0.10616104,vima
0.16285214,vima
0.21835797,vima
0.18723933,vima
0.29619458,vima
0.07892312,vima
0.082302794,vima
0.05211797,vima
0.05211797,vima
0.07220437,vima
0.059904754,vima
0.064166464,vima
0.16359068,vima
0.16780892,vima
0.21047604,vima
0.18907245,vima
0.29531953,vima
0.25380176,vima
0.26510864,vima
0.24014528,vima
0.2629702,vima
0.26631236,vima
0.2496729,vima
0.28652585,vima
0.2512986,vima
0.33818063,vima
0.22213155,vima
0.24028233,vima
0.30729416,vima
0.23509765,vima
0.18861844,vima
0.262276,vima
0.2107572,vima
0.1648973,vima
0.17757574,vima
0.26229084,vima
0.2456199,vima
0.22248688,vima
0.20026505,vima
0.05211797,vima
0.06383188,vima
0.05211797,vima
0.0661912,vima
0.19626446,vima
0.38574418,vima
0.16306274,vima
0.34718767,vima
0.2529078,vima
0.24782838,vima
0.22086628,vima
0.13889533,vima
0.19820076,vima
0.22944754,vima
0.2106195,vima
0.1966359,vima
0.27316466,vima
0.2148365,vima
0.33420345,vima
0.2957059,vima
0.29408765,vima
0.31153196,vima
0.4344143,vima
0.21710208,vima
0.2940173,vima
0.2417132,vima
0.19765308,vima
0.2599278,vima
0.2934342,vima
0.24016543,vima
0.18770462,vima
0.20388009,vima
0.09952254,vima
0.05211797,vima
0.11013191,vima
0.079564735,vima
0.15392838,vima
0.40216038,vima
0.36671427,vima
0.1686255,vima
0.25377962,vima
0.14332691,vima
0.09959228,vima
0.15874656,vima
0.24728526,vima
0.24355347,vima
0.1217144,vima
0.2351859,vima
0.30501136,vima
0.35976666,vima
0.2313966,vima
0.3882021,vima
0.3217166,vima
0.3648585,vima
0.23819064,vima
0.273539,vima
0.27053574,vima
0.3004724,vima
0.31933168,vima
0.34056878,vima
0.2882685,vima
0.13495182,vima
0.14655825,vima
0.22430766,vima
0.12922785,vima
0.27613214,vima
0.2872552,vima
0.20073947,vima
0.122569285,vima
0.16155756,vima
0.16214317,vima
0.24667794,vima
0.27500418,vima
0.33018783,vima
0.24792871,vima
0.20610163,vima
0.24385981,vima
0.22342148,vima
0.19652869,vima
0.11257248,vima
0.14702626,vima
0.28303698,vima
0.1412978,vima
0.38615513,vima
0.38400394,vima
0.26574165,vima
0.30405486,vima
0.31380942,vima
0.2708278,vima
0.19658443,vima
0.2453232,vima
0.105063684,vima
0.19858046,vima
0.2045608,vima
0.16840792,vima
0.26879743,vima
0.23556395,vima
0.26489478,vima
0.29530382,vima
0.324663,vima
0.24277206,vima
0.25347632,vima
0.10755627,vima
0.26301882,vima
0.11825908,vima
0.15934981,vima
0.45385778,vima
0.4500912,vima
0.43489563,vima
0.3363577,vima
0.39076418,vima
0.28827822,vima
0.35078484,vima
0.17484145,vima
0.30419892,vima
0.16239692,vima
0.22695185,vima
0.20207913,vima
0.20812315,vima
0.21713337,vima
0.25547037,vima
0.32549012,vima
0.22274241,vima
0.30113178,vima
0.3092828,vima
0.17377266,vima
0.15804353,vima
0.6846457,vima
0.20344983,vima
0.14530034,vima
0.2664864,vima
0.2620402,vima
0.14805667,vima
0.19263862,vima
0.17102684,vima
0.19239241,vima
0.16312256,vima
0.25010777,vima
0.13451464,vima
0.13787656,vima
0.22675103,vima
0.16962232,vima
0.21715876,vima
0.1423471,vima
0.16056684,vima
0.2500698,vima
0.40885106,vima
0.15453658,vima
0.15367948,vima
0.16252682,vima
0.31618315,vima
0.24926715,vima
0.13628434,vima
0.123929895,vima
0.1823622,vima
0.407406,vima
0.31950107,vima
0.26287386,vima
0.3200722,vima
0.12563896,vima
0.2543079,vima
0.26876593,vima
0.17961137,vima
0.12041844,vima
0.088071406,vima
0.1474634,vima
0.3852046,vima
0.31768194,vima
0.30494276,vima
0.39984718,vima
0.4808168,vima
0.11831779,vima
0.1506925,vima
0.14230955,vima
0.25493327,vima
0.2620145,vima
0.26464444,vima
0.26603088,vima
0.21932328,vima
0.15118812,vima
0.10972775,vima
0.073532455,vima
0.14016607,vima
0.23902023,vima
0.1498694,vima
0.29089248,vima
0.284285,vima
0.22631961,vima
0.1963039,vima
0.218097,vima
0.33955333,vima
0.14261723,vima
0.19914572,vima
0.16940664,vima
0.20175846,vima
0.15763687,vima
0.17061502,vima
0.26365826,vima
0.11667847,vima
0.19184168,vima
0.1358342,vima
0.35754135,vima
0.3029708,vima
0.22196805,vima
0.11970834,vima
0.21856637,vima
0.17098305,vima
0.30753615,vima
0.16480029,vima
0.21834096,vima
0.27140078,vima
0.39204478,vima
0.36102903,vima
0.17249052,vima
0.1996187,vima
0.22763737,vima
0.21754323,vima
0.11554026,vima
0.117593184,vima
0.17053433,vima
0.3126594,vima
0.30119815,vima
0.3758286,vima
0.19062977,vima
0.26465124,vima
0.2577556,vima
0.21204497,vima
0.1916209,vima
0.26092428,vima
0.19417636,vima
0.2762926,vima
0.17034794,vima
0.113068834,vima
0.12223422,vima
0.2811009,vima
0.23119098,vima
0.1652075,vima
0.15026103,vima
0.09508652,vima
0.3633547,vima
0.2616496,vima
0.27881595,vima
0.15914096,vima
0.16913284,vima
0.17955899,vima
0.15040337,vima
0.1518334,vima
0.15392292,vima
0.19580449,vima
0.19315037,vima
0.30533335,vima
0.18222752,vima
0.16831651,vima
0.18695973,vima
0.33143693,vima
0.20271605,vima
0.22554784,vima
0.23700175,vima
0.25387806,vima
0.17066601,vima
0.173309,vima
0.13710167,vima
0.091810614,vima
0.10659809,vima
0.49190283,vima
0.4531186,vima
0.24777246,vima
0.29195938,vima
0.16452065,vima
0.2650233,vima
0.13882263,vima
0.2523205,vima
0.3896008,vima
0.22967443,vima
0.26579598,vima
0.19395664,vima
0.084985696,vima
0.09525627,vima
0.13076526,vima
0.1448346,vima
0.15144806,vima
0.15962967,vima
0.19597085,vima
0.21194799,vima
0.2042827,vima
0.26197535,vima
0.18140861,vima
0.1629569,vima
0.2097865,vima
0.31228843,vima
0.07265695,vima
0.08854013,vima
0.3729669,vima
0.4898767,vima
0.45866293,vima
0.41298607,vima
0.22126114,vima
0.09449887,vima
0.31874555,vima
0.1597355,vima
0.24890712,vima
0.31315163,vima
0.1414059,vima
0.1958521,vima
0.26432988,vima
0.3846614,vima
0.27257624,vima
0.24908933,vima
0.2054293,vima
0.15321235,vima
0.1934929,vima
0.20591052,vima
0.16862987,vima
0.16927758,vima
0.37315527,vima
0.33474624,vima
0.10083237,vima
0.23446323,vima
0.3445747,vima
0.4803715,vima
0.40250757,vima
0.23077606,vima
0.08293458,vima
0.061119832,vima
0.14414592,vima
0.2374539,vima
0.15507172,vima
0.1344356,vima
0.22620839,vima
0.13136862,vima
0.1654215,vima
0.13090469,vima
0.088191226,vima
0.24687696,vima
0.22591679,vima
0.17936277,vima
0.15771762,vima
0.22110026,vima
0.2166827,vima
0.1592094,vima
0.23115839,vima
0.3885283,vima
0.40060297,vima
0.16802031,vima
0.48524788,vima
0.47352132,vima
0.43159637,vima
0.2838616,vima
0.15095851,vima
0.107561246,vima
0.26229143,vima
0.22776851,vima
0.22859038,vima
0.13857332,vima
0.117531106,vima
0.09953558,vima
0.15059794,vima
0.34971228,vima
0.18982902,vima
0.1938966,vima
0.23516932,vima
0.116671406,vima
0.1629521,vima
0.16554067,vima
0.17426355,vima
0.08931876,vima
0.13500363,vima
0.16990688,vima
0.16509455,vima
0.2958358,vima
0.2085678,vima
0.25917727,vima
0.21496795,vima
0.41131407,vima
0.4473659,vima
0.30370188,vima
0.28323284,vima
0.14690371,vima
0.16204125,vima
0.29797342,vima
0.27173394,vima
0.24688478,vima
0.14665759,vima
0.13727428,vima
0.11432479,vima
0.30477586,vima
0.1575003,vima
0.17679895,vima
0.12588543,vima
0.1762988,vima
0.08933029,vima
0.07830745,vima
0.15375125,vima
0.18953513,vima
0.26318833,vima
0.15502013,vima
0.12639244,vima
0.11583531,vima
0.110209584,vima
0.113492355,vima
0.22404878,vima
0.12095029,vima
0.24764565,vima
0.14614694,vima
0.2845787,vima
0.30920237,vima
0.31103274,vima
0.2726714,vima
0.26596242,vima
0.30471587,vima
0.23024529,vima
0.15820412,vima
0.1763183,vima
0.12843722,vima
0.28750408,vima
0.31648952,vima
0.29181126,vima
0.2577911,vima
0.21117438,vima
0.23353395,vima
0.09190139,vima
0.19882965,vima
0.13882639,vima
0.0949706,vima
0.13336909,vima
0.23080339,vima
0.19294637,vima
0.24194947,vima
0.22921988,vima
0.2922522,vima
0.14919041,vima
0.154394,vima
0.09305614,vima
0.12661831,vima
0.14110139,vima
0.15344849,vima
0.14452879,vima
0.209868,vima
0.26762706,vima
0.28060836,vima
0.32785928,vima
0.24697313,vima
0.3307624,vima
0.14748687,vima
0.14470598,vima
0.1052818,vima
0.21876216,vima
0.32427967,vima
0.2572613,vima
0.25635228,vima
0.18425995,vima
0.28034377,vima
0.3372327,vima
0.36629483,vima
0.2219717,vima
0.19604418,vima
0.15017207,vima
0.18516864,vima
0.10951143,vima
0.17812134,vima
0.23654106,vima
0.21528044,vima
0.24218294,vima
0.1848689,vima
0.15756306,vima
0.24560946,vima
0.118080355,vima
0.11500164,vima
0.18775812,vima
0.1355981,vima
0.17640156,vima
0.29288793,vima
0.26920217,vima
0.27460557,vima
0.17659594,vima
0.21393777,vima
0.29729334,vima
0.20472723,vima
0.18350683,vima
0.11795,vima
0.12707219,vima
0.233584,vima
0.18307246,vima
0.23404986,vima
0.2379656,vima
0.40177402,vima
0.2955531,vima
0.21698292,vima
0.11700115,vima
0.13749169,vima
0.11181356,vima
0.17060845,vima
0.15520845,vima
0.3257914,vima
0.21050741,vima
0.2064249,vima
0.35078526,vima
0.2461345,vima
0.16090664,vima
0.09462621,vima
0.150749,vima
0.26043156,vima
0.11841941,vima
0.2578214,vima
0.22798373,vima
0.48179492,vima
0.17247424,vima
0.19891125,vima
0.12981473,vima
0.2528958,vima
0.35610354,vima
0.4367929,vima
0.39027306,vima
0.30586195,vima
0.28615648,vima
0.169194,vima
0.17575662,vima
0.14741573,vima
0.1726902,vima
0.20915507,vima
0.17964971,vima
0.22993287,vima
0.20647748,vima
0.2695284,vima
0.21012281,vima
0.15118961,vima
0.30000064,vima
0.14990179,vima
0.1710205,vima
0.1563929,vima
0.13511778,vima
0.23791052,vima
0.2066097,vima
0.17900145,vima
0.19177516,vima
0.27616018,vima
0.14894901,vima
0.27100116,vima
0.25237703,vima
0.17872667,vima
0.16503349,vima
0.13611397,vima
0.2562599,vima
0.33483598,vima
0.21509385,vima
0.2452589,vima
0.11729285,vima
0.23115797,vima
0.1837028,vima
0.16845028,vima
0.22143088,vima
0.30486578,vima
0.23294735,vima
0.17216231,vima
0.118607536,vima
0.118246555,vima
0.2724503,vima
0.33905715,vima
0.28180677,vima
0.15820833,vima
0.31175533,vima
0.2131003,vima
0.283065,vima
0.14222707,vima
0.40200835,vima
0.2836006,vima
0.15216732,vima
0.2178748,vima
0.2705491,vima
0.27243865,vima
0.11228302,vima
0.124599524,vima
0.2971767,vima
0.34763137,vima
0.31862557,vima
0.25087273,vima
0.08373754,vima
0.10166255,vima
0.09102476,vima
0.2682496,vima
0.28819674,vima
0.22736134,vima
0.20117606,vima
0.22197498,vima
0.23214835,vima
0.31034946,vima
0.25839746,vima
0.31381485,vima
0.26571232,vima
0.31913623,vima
0.3046107,vima
0.116297975,vima
0.15109932,vima
0.2040565,vima
0.304563,vima
0.15912421,vima
0.0716508,vima
0.07849828,vima
0.14639333,vima
0.08398935,vima
0.18715401,vima
0.164194,vima
0.29815885,vima
0.05782751,vima
0.2516935,vima
0.18335506,vima
0.15850604,vima
0.14464955,vima
0.18790309,vima
0.06199633,vima
0.05963592,vima
0.17529182,vima
0.109794736,vima
0.12992436,vima
0.21450378,vima
0.26133513,vima
0.15436554,vima
0.20540178,vima
0.2971399,vima
0.13301398,vima
0.18187031,vima
0.21892068,vima
0.05211797,vima
0.10423892,vima
0.08013141,vima
0.12926827,vima
0.17935985,vima
0.31796166,vima
0.18292654,vima
0.30838358,vima
0.20373347,vima
0.18422873,vima
0.16784212,vima
0.08204812,vima
0.19148223,vima
0.17097566,vima
0.25067347,vima
0.18802296,vima
0.34887296,vima
0.12967727,vima
0.12634312,vima
0.28059042,vima
0.2694009,vima
0.26084447,vima
0.22549075,vima
0.32776487,vima
0.261076,vima
0.23873247,vima
0.06958397,vima
0.2252277,vima
0.29329863,vima
0.23818211,vima
0.31210446,vima
0.31791568,vima
0.36353338,vima
0.34398124,vima
0.2841275,vima
0.2766586,vima
0.42264548,vima
0.16168402,vima
0.25123158,vima
0.3946476,vima
0.31802687,vima
0.06007658,vima
0.16343063,vima
0.26970628,vima
0.27889404,vima
0.21190572,vima
0.17139973,vima
0.24006821,vima
0.30724987,vima
0.29623598,vima
0.14761116,vima
0.23923883,vima
0.2749093,vima
0.33152172,vima
0.18943852,vima
0.23528457,vima
0.15277933,vima
0.24350938,vima
0.28257197,vima
0.24512331,vima
0.18782261,vima
0.28881264,vima
0.1940159,vima
0.17159475,vima
0.29794303,vima
0.29949313,vima
0.22590324,vima
0.15717417,vima
0.18158975,vima
0.21975963,vima
0.36281407,vima
0.27894226,vima
0.15488203,vima
0.28662968,vima
0.21029517,vima
0.14571674,vima
0.20157853,vima
0.15504704,vima
0.24260257,vima
0.26694575,vima
0.27580297,vima
0.21988896,vima
0.18126428,vima
0.14140029,vima
0.16626558,vima
0.16056588,vima
0.27804273,vima
0.3138074,vima
0.16334857,vima
0.18079941,vima
0.28535223,vima
0.17525375,vima
0.37448493,vima
0.14117374,vima
0.19634062,vima
0.18504651,vima
0.14775127,vima
0.08070678,vima
0.10421819,vima
0.10102894,vima
0.15359715,vima
0.20044996,vima
0.19087191,vima
0.2234657,vima
0.30646768,vima
0.35658967,vima
0.10422104,vima
0.17290546,vima
0.22378832,vima
0.16637138,vima
0.124813385,vima
0.20872198,vima
0.25879052,vima
0.1402797,vima
0.103006884,vima
0.3689374,vima
0.36620167,vima
0.31418905,vima
0.17587021,vima
0.083729304,vima
0.11237528,vima
0.17911614,vima
0.19492146,vima
0.1214242,vima
0.26868954,vima
0.4080888,vima
0.17800014,vima
0.33647096,vima
0.27149832,vima
0.26941457,vima
0.18412039,vima
0.15036489,vima
0.14574796,vima
0.19753571,vima
0.20039204,vima
0.20632468,vima
0.23055668,vima
0.18254972,vima
0.1939591,vima
0.35773367,vima
0.43096563,vima
0.3075681,vima
0.12272811,vima
0.13403146,vima
0.18960623,vima
0.1475931,vima
0.14439702,vima
0.14162497,vima
0.13962258,vima
0.19964154,vima
0.24004112,vima
0.17461054,vima
0.1324616,vima
0.26022118,vima
0.21909161,vima
0.16264747,vima
0.25298432,vima
0.17655298,vima
0.1735054,vima
0.30305386,vima
0.17636244,vima
0.2906394,vima
0.2536425,vima
0.41752708,vima
0.303274,vima
0.1975876,vima
0.081359014,vima
0.14361763,vima
0.29787177,vima
0.16574241,vima
0.15827483,vima
0.21883345,vima
0.19716825,vima
0.31259957,vima
0.22883898,vima
0.20647334,vima
0.30093375,vima
0.44918233,vima
0.30014685,vima
0.10198136,vima
0.31410033,vima
0.39166945,vima
0.2968501,vima
0.21567036,vima
0.22948796,vima
0.21950069,vima
0.151085,vima
0.3010738,vima
0.22476073,vima
0.18814716,vima
0.36217877,vima
0.22155905,vima
0.25962296,vima
0.2803561,vima
0.2547139,vima
0.2514712,vima
0.21797761,vima
0.2466467,vima
0.19210966,vima
0.16936417,vima
0.12922044,vima
0.22870968,vima
0.3206732,vima
0.30122188,vima
0.20199291,vima
0.24155243,vima
0.18844096,vima
0.23938921,vima
0.2622699,vima
0.2149726,vima
0.22439839,vima
0.18450168,vima
0.17011033,vima
0.18682323,vima
0.15525167,vima
0.20136565,vima
0.1602854,vima
0.19962741,vima
0.19175494,vima
0.19679533,vima
0.1462428,vima
0.21854301,vima
0.25591278,vima
0.20482434,vima
0.111996315,vima
0.16421409,vima
0.20675549,vima
0.28354985,vima
0.18432167,vima
0.2131603,vima
0.2641436,vima
0.22122931,vima
0.24412861,vima
0.27507994,vima
0.2880783,vima
0.33561808,vima
0.2980011,vima
0.17922558,vima
0.32597306,vima
0.28005734,vima
0.12713137,vima
0.15805902,vima
0.23067948,vima
0.19539605,vima
0.33513454,vima
0.29656166,vima
0.21781105,vima
0.26113153,vima
0.28994876,vima
0.35052782,vima
0.25212127,vima
0.41316003,vima
0.31999916,vima
0.41756508,vima
0.34981492,vima
0.2480232,vima
0.18098466,vima
0.22368263,vima
0.3014591,vima
0.2665818,vima
0.22217688,vima
0.18539809,vima
0.22888051,vima
0.20299193,vima
0.25185794,vima
0.24862781,vima
0.41518024,vima
0.4213855,vima
0.43264258,vima
0.36571416,vima
0.46031612,vima
0.104330175,vima
0.12551498,vima
0.10398158,vima
0.18010552,vima
0.18907516,vima
0.27519917,vima
0.18306464,vima
0.15985051,vima
0.25323585,vima
0.42150694,vima
0.23810044,vima
0.26172233,vima
0.29181352,vima
0.38960797,vima
0.22852565,vima
0.3191325,vima
0.31822443,vima
0.46104175,vima
0.20751865,vima
0.091461875,vima
0.12466779,vima
0.15526202,vima
0.2585545,vima
0.13442332,vima
0.18230177,vima
0.14339142,vima
0.16999993,vima
0.16858682,vima
0.14263453,vima
0.23613982,vima
0.18954855,vima
0.15149242,vima
0.23557879,vima
0.18454753,vima
0.37828255,vima
0.18786924,vima
0.10309615,vima
0.18955946,vima
0.35649735,vima
0.20818493,vima
0.17728911,vima
0.13729489,vima
0.26519036,vima
0.20310876,vima
0.22627607,vima
0.116401345,vima
0.2468017,vima
0.14883955,vima
0.29982346,vima
0.17061178,vima
0.37225825,vima
0.34340617,vima
0.34901708,vima
0.22524516,vima
0.21083067,vima
0.1003491,vima
0.20506246,vima
0.16984029,vima
0.22677146,vima
0.21631359,vima
0.2684138,vima
0.15065497,vima
0.15168664,vima
0.26227674,vima
0.26890117,vima
0.18577486,vima
0.12398944,vima
0.16694866,vima
0.26216152,vima
0.26508096,vima
0.30184886,vima
0.19386297,vima
0.27672136,vima
0.27159652,vima
0.15235132,vima
0.12860674,vima
0.24409857,vima
0.24872853,vima
0.24651496,vima
0.22166081,vima
0.14897123,vima
0.1504578,vima
0.2827146,vima
0.2850187,vima
0.17281051,vima
0.13705142,vima
0.3046316,vima
0.3078706,vima
0.33162415,vima
0.18458776,vima
0.18418056,vima
0.27434656,vima
0.17715666,vima
0.11634616,vima
0.23326907,vima
0.2320599,vima
0.12992454,vima
0.13095507,vima
0.23390219,vima
0.29217747,vima
0.12693313,vima
0.17388557,vima
0.19795984,vima
0.36176884,vima
0.19289036,vima
0.22009784,vima
0.1829681,vima
0.19269137,vima
0.23082396,vima
0.23732176,vima
0.23162141,vima
0.15199716,vima
0.12561074,vima
0.3506878,vima
0.18522288,vima
0.1211231,vima
0.18383925,vima
0.15446347,vima
0.069688216,vima
0.111482196,vima
0.19762224,vima
0.22787458,vima
0.28560802,vima
0.26794875,vima
0.12462783,vima
0.26819327,vima
0.24688654,vima
0.16366112,vima
0.12914312,vima
0.122780845,vima
0.18319777,vima
0.12217404,vima
0.2176416,vima
0.21622874,vima
0.19679184,vima
0.19687924,vima
0.30958107,vima
0.27172956,vima
0.24846824,vima
0.17048052,vima
0.35653433,vima
0.23285933,vima
0.1728456,vima
0.1923664,vima
0.15524894,vima
0.22711544,vima
0.2163862,vima
0.09927922,vima
0.28216994,vima
0.24898055,vima
0.36213005,vima
0.2787906,vima
0.24341637,vima
0.35836306,vima
0.21952486,vima
0.31619078,vima
0.360895,vima
0.17723557,vima
0.2544997,vima
0.22779697,vima
0.36213163,vima
0.3371708,vima
0.23205619,vima
0.23180872,vima
0.24408533,vima
0.29319736,vima
0.30688632,vima
0.24864182,vima
0.386239,vima
0.30419207,vima
0.32279474,vima
0.44830725,vima
0.16090049,vima
0.38249388,vima
0.2645746,vima
0.3815344,vima
0.11095864,vima
0.13629016,vima
0.3128482,vima
0.2536681,vima
0.28644028,vima
0.18269433,vima
0.18656133,vima
0.14666073,vima
0.19605596,vima
0.23629059,vima
0.17209196,vima
0.16688058,vima
0.24850091,vima
0.16167058,vima
0.16159296,vima
0.19727701,vima
0.24964224,vima
0.21568981,vima
0.22260076,vima
0.19707711,vima
0.25058195,vima
0.17390548,vima
0.30488014,vima
0.20297523,vima
0.2125549,vima
0.23409113,vima
0.24514405,vima
0.23836482,vima
0.23065872,vima
0.2937904,vima
0.25324816,vima
0.13673085,vima
0.35202563,vima
0.4305614,vima
0.19960392,vima
0.23767345,vima
0.22504364,vima
0.24971177,vima
0.20326993,vima
0.33653045,vima
0.280761,vima
0.34387675,vima
0.17736153,vima
0.14295988,vima
0.21063475,vima
0.25635576,vima
0.2224682,vima
0.25926036,vima
0.26552674,vima
0.22534792,vima
0.2824686,vima
0.16083628,vima
0.21859473,vima
0.30162147,vima
0.21931925,vima
0.24034807,vima
0.23856945,vima
0.2654923,vima
0.21902509,vima
0.28870386,vima
0.2009927,vima
0.23281024,vima
0.27829394,vima
0.24354135,vima
0.22387819,vima
0.15324174,vima
0.24949996,vima
0.29332465,vima
0.28295216,vima
0.21235427,vima
0.32226655,vima
0.23127234,vima
0.17836115,vima
0.2071378,vima
0.21932368,vima
0.26055184,vima
0.2398216,vima
0.16648445,vima
0.17354241,vima
0.12148871,vima
0.14142297,vima
0.23118465,vima
0.25085035,vima
0.1722741,vima
0.23925099,vima
0.14103228,vima
0.14637344,vima
0.17311214,vima
0.20570132,vima
0.25348833,vima
0.1884423,vima
0.1423588,vima
0.16036521,vima
0.15698045,vima
0.2819578,vima
0.22255091,vima
0.33917758,vima
0.2889368,vima
0.2263875,vima
0.26639226,vima
0.14907373,vima
0.11690162,vima
0.16219957,vima
0.13470425,vima
0.13563688,vima
0.2293012,vima
0.23444827,vima
0.24215007,vima
0.19234373,vima
0.14027117,vima
0.17073697,vima
0.12491216,vima
0.21673611,vima
0.17695816,vima
0.19572392,vima
0.231874,vima
0.18737502,vima
0.24571441,vima
0.28419435,vima
0.23619692,vima
0.2540288,vima
0.19221139,vima
0.105986744,vima
0.13688411,vima
0.22363487,vima
0.19397701,vima
0.19276422,vima
0.19252494,vima
0.3824962,vima
0.16358908,vima
0.25192288,vima
0.2564051,vima
0.14636134,vima
0.14655922,vima
0.1128943,vima
0.1986424,vima
0.31918368,vima
0.2928898,vima
0.1367822,vima
0.14705704,vima
0.2295642,vima
0.14976886,vima
0.17592032,vima
0.3396435,vima
0.15240118,vima
0.28575632,vima
0.3800891,vima
0.12807716,vima
0.15896739,vima
0.121294424,vima
0.23617901,vima
0.18656781,vima
0.2490095,vima
0.24788287,vima
0.28869373,vima
0.16402973,vima
0.119885825,vima
0.18678224,vima
0.15806487,vima
0.22637743,vima
0.13261709,vima
0.21924038,vima
0.13812637,vima
0.25014985,vima
0.22346501,vima
0.24073856,vima
0.17348853,vima
0.2983141,vima
0.27881697,vima
0.31465098,vima
